word,emotion,pleasantness,attention,aptitude,sensitivity,sentiment,afinn_score,color,orientation,subjectivity
traditionally,,0.9,0.0,0.0,0.9,positive,,,,
traditionary,,-0.99,0.0,0.947,-0.88,negative,,,,
traditionist,,-0.69,0.0,0.998,-0.84,negative,,,,
traduce,,-0.04,0.166,0.684,-0.65,negative,,,,strong
traffic,,-0.63,0.0,0.824,-0.8,negative,,,,
trafficker,,-0.87,0.0,0.574,-0.73,negative,,,,
traffics,,-0.98,0.0,0.0,-0.97,negative,,,,
tragedian,,-0.96,0.0,0.81,-0.98,negative,,,,
tragedy,fear,0.0,0.0,0.758,-0.78,negative,-2,black,,weak
tragic,,-0.91,0.0,0.0,0.0,negative,-2,,,strong
tragical,,-0.91,0.0,0.0,0.0,negative,,,,
tragically,,0.0,0.0,0.758,-0.78,negative,,,,strong
tragicomic,,-0.91,0.0,0.0,0.0,negative,,,,
tragicomical,,-0.91,0.0,0.0,0.0,negative,,,,
tragopan,,0.567,-0.93,0.0,0.659,positive,,,,
trail,,0.838,-0.66,0.0,0.94,positive,,brown,active,
trailblazer,,0.7,0.905,0.0,0.698,positive,,,,
trailblazing,,0.771,0.0,0.0,0.806,positive,,,,
trailhead,,0.838,-0.66,0.0,0.94,positive,,,,
trailway,,0.838,-0.66,0.0,0.94,positive,,,,
train,,,,,,positive,,,,
trainability,,-0.5,0.0,0.733,-0.55,negative,,,,
trainbuilder,,-0.81,0.0,0.0,-0.88,negative,,,,
trainee,,-0.75,0.0,0.0,-0.92,negative,,,,
trainer,trust,,,,,,,brown,,
training,,0.85,-0.78,0.0,0.727,positive,,,,
trains,,0.9,0.0,0.0,0.9,positive,,,,
traipse,,-0.74,0.0,-0.74,0.0,negative,,,,
trait,,-0.83,0.0,0.899,-0.6,negative,,,,
traitor,anger,0.0,0.0,0.0,-0.91,negative,,black,,strong
traitorous,,,,,,negative,,,,strong
traitorously,,-0.53,0.0,0.902,-0.73,negative,,,,strong
traitorousness,,-0.71,0.0,-0.8,0.0,negative,,,,
trakeena,,-0.54,0.0,0.945,-0.94,negative,,,,
traken,,0.0,0.0,0.887,0.81,positive,,,,
tram,,-0.06,0.12,-0.05,0.11,positive,,,,
tramadol,,-0.99,0.0,0.6,-0.7,negative,,,,
tramcar,,0.038,0.155,0.0,0.074,positive,,,,
tramline,,-0.06,0.12,-0.05,0.11,positive,,,,
trammel,,0.0,0.0,-0.17,0.0,negative,,,,
tramontane,,0.0,0.0,0.0,-0.8,negative,,,,
tramp,disgust,-0.94,0.0,0.839,-0.54,negative,,brown,,strong
tramper,,-0.94,0.0,0.839,-0.54,negative,,,,
trample,,-0.88,0.0,-0.91,0.0,negative,,,active,strong
trampoline,,0.046,0.0,0.0,0.092,positive,,,,
tramway,,-0.06,0.12,-0.05,0.11,positive,,grey,,
trance,,0.636,0.631,-0.28,0.36,negative,,grey,,
trancelike,,-0.83,0.0,0.703,-0.85,negative,,,,
tranquil,joy,0.549,0.656,-0.24,0.264,positive,2,white,passive,strong
tranquilise,,0.506,0.659,-0.24,0.242,positive,,,,
tranquility,joy,0.446,0.299,-0.19,0.222,positive,,,,strong
tranquilize,,0.506,0.659,-0.24,0.242,positive,,,,
tranquillise,,0.0,0.0,0.17,0.0,positive,,,,
tranquillity,,0.0,0.0,0.66,0.0,positive,,,,
tranquillize,,0.962,-0.73,0.0,0.995,positive,,,,
tranquillizer,,0.0,0.0,0.45,0.0,positive,,,,
tranquilly,,0.579,0.652,-0.24,0.276,positive,,,,
transabdominal,,-0.7,0.0,0.639,-0.56,negative,,,,
transact,,0.0,0.884,0.0,0.0,positive,,,,
transaction,trust,,,,,,,,active,
transactivation,,0.0,0.171,-0.08,0.11,positive,,,,
transatlantic,,,,,,,,blue,,
transavantgarde,,0.93,-0.93,0.0,0.771,positive,,,,
transaxle,,0.0,0.0,-0.94,-0.93,negative,,,,
transceiver,,0.559,-0.67,0.0,0.651,positive,,,,
transcendence,anticipation,0.508,-0.84,0.0,0.981,positive,,blue,,
transcendency,,0.509,-0.84,0.0,0.981,positive,,,,
transcendent,,-0.98,0.0,0.0,-0.97,negative,,white,,
transcendental,,0.812,0.0,0.79,0.0,positive,,,,
transcends,,0.9,0.0,0.0,0.9,positive,,,,
transcervical,,-0.75,0.0,0.715,-0.72,negative,,,,
transcribe,,0.81,0.977,0.0,0.0,positive,,,,
transcript,trust,0.961,0.0,0.0,0.922,positive,,white,,
transcription,,0.0,0.0,0.841,0.924,positive,,white,,
transcriptionist,,0.0,0.202,-0.14,0.172,positive,,,,
transcultural,,0.904,-0.69,0.0,0.758,positive,,,,
transculturation,,0.89,-0.62,0.0,0.548,positive,,,,
transdisciplinary,,-0.93,0.0,0.944,-0.92,negative,,,,
transduce,,0.836,0.0,0.93,0.0,positive,,,,
transfer,,,,,,,,,active,
transferability,,0.909,-0.76,0.0,0.507,positive,,,,
transferable,,-0.99,0.0,0.641,-0.76,negative,,,,
transferee,,-0.83,0.0,0.0,-0.93,negative,,,,
transferor,,-0.65,0.0,0.799,-0.7,negative,,,,
transferrable,,-0.99,0.0,0.641,-0.76,negative,,,,
transfiguration,,0.95,0.0,0.0,0.0,positive,,,,
transfigure,,0.54,-0.97,0.0,0.569,positive,,,,
transfinite,,0.983,-0.8,0.0,0.966,positive,,,,
transfix,,0.842,0.792,0.0,0.977,positive,,,,
transfixed,,0.851,0.83,0.0,0.0,positive,,,,
transform,,,,,,,,,active,
transformable,,0.616,-0.56,0.0,0.973,positive,,,,
transformation,,0.556,-0.92,0.0,0.762,positive,,,active,
transformational,,0.0,0.823,0.0,0.0,positive,,,,
transformative,,0.0,0.823,0.0,0.0,positive,,,,
transformer,,0.7,0.0,0.0,0.784,positive,,,,
transforms,,0.9,0.0,0.0,0.9,positive,,,,
transfuse,,-0.93,0.0,0.742,-1.0,negative,,,,
transgender,,0.735,0.597,-0.24,0.356,positive,,,,
transgenderism,,0.905,0.0,0.0,0.762,positive,,,,
transgress,,,,,,negative,,,active,weak
transgression,,0.027,-0.03,0.027,0.105,negative,,black,,weak
transgressive,,0.891,-0.96,0.0,0.777,positive,,,,
transgressor,,-0.95,0.0,-0.87,0.0,negative,,,,
transience,,0.904,-0.76,0.0,0.511,positive,,,,
transient,,-0.96,0.0,0.0,-0.81,negative,,grey,,
transiently,,0.759,0.697,0.0,0.0,positive,,,,
transistor,,-0.06,0.0,0.022,0.0,negative,,,,
transit,,0.0,0.0,0.959,0.925,positive,,grey,,
transition,,0.0,0.0,0.799,0.944,positive,,,,
transitional,anticipation,0.0,0.0,0.799,0.944,positive,,white,,
transitory,,-0.96,0.0,0.0,-0.81,negative,,,,
transitway,,0.026,0.0,0.0,0.067,positive,,,,
transl,,-0.61,0.0,0.764,-0.72,negative,,,,
translatable,,0.613,-0.57,0.0,0.973,positive,,,,
translate,,0.808,0.972,0.0,0.0,positive,,,active,
translating,,-0.98,0.0,0.0,-0.97,negative,,,,
translation,trust,,,,,,,,,
translationally,,0.59,-0.59,0.0,0.527,positive,,,,
transliterate,,0.81,0.977,0.0,0.0,positive,,,,
transliterated,,0.807,0.97,0.0,0.0,positive,,,,
transliterating,,0.803,0.969,0.0,0.0,positive,,,,
transliteration,,0.809,0.975,0.0,0.0,positive,,,,
translucence,,-0.5,0.0,0.85,-0.82,negative,,,,
translucency,,0.769,0.0,0.0,0.896,positive,,,,
translucent,,0.734,0.879,0.0,0.0,positive,,white,,
translunar,,0.0,0.0,0.825,0.0,positive,,,,
translunary,,0.0,0.0,0.825,0.0,positive,,,,
transmat,,-0.98,0.0,0.516,-0.92,negative,,,,
transmedia,,0.951,0.0,0.0,0.731,positive,,,,
transmembrane,,0.0,0.0,0.727,0.857,positive,,,,
transmissible,,-1.0,0.0,-0.84,0.0,negative,,,,
transmission,,0.925,-0.56,0.0,0.626,positive,,,,
transmissive,,0.0,0.0,0.848,0.974,positive,,,,
transmit,,-0.03,0.178,-0.12,0.279,positive,,,,
transmittable,,-1.0,0.0,-0.84,0.0,negative,,,,
transmittal,,0.135,-0.12,-0.07,-0.06,negative,,,,
transmittance,,0.961,-0.87,0.0,0.687,positive,,,,
transmitter,,0.747,0.0,0.0,0.794,positive,,,,
transmural,,-0.78,0.0,0.855,-0.99,negative,,,,
transmutable,,0.622,-0.57,0.0,0.971,positive,,,,
transmutation,,0.556,-0.92,0.0,0.762,positive,,,,
transmute,,0.581,-0.88,0.0,0.534,positive,,,,
transnational,,-0.83,0.0,0.0,-0.77,negative,,,,
transnationalism,,0.904,-0.69,0.0,0.758,positive,,,,
transom,,,,,,,,white,,
transonic,,-0.99,0.0,0.798,-0.71,negative,,,,
transoral,,0.767,-0.79,0.0,0.553,positive,,,,
transparence,,-0.61,0.0,0.732,-0.59,negative,,,,
transparency,,0.697,-0.55,0.0,0.955,positive,,white,,weak
transparent,,0.0,0.0,-0.71,-0.79,positive,,white,,weak
transparently,,0.0,0.0,-0.71,-0.79,negative,,,,
transpersonal,,0.664,-0.9,0.0,0.788,positive,,,,
transphobic,,0.0,0.0,0.0,-0.99,negative,,,,
transplant,,0.0,0.0,-0.74,-0.97,negative,,,,
transplantation,,0.0,0.0,-0.74,-0.97,negative,,,,
transponder,,0.559,-0.67,0.0,0.651,positive,,,,
transporation,,-0.57,0.0,0.794,-0.77,negative,,,,
transport,,0.846,0.833,0.0,0.0,positive,,,active,weak
transportability,,0.53,-0.99,0.0,0.588,positive,,,,
transportation,,-0.57,0.0,0.794,-0.77,negative,,,,
transposability,,0.912,-0.75,0.0,0.512,positive,,,,
transposable,,0.549,-0.58,0.0,0.758,positive,,,,
transpose,,,,,,,,grey,,
transposition,,-0.73,0.0,0.0,-0.98,negative,,,,
transpressional,,0.904,-0.58,0.0,0.736,positive,,,,
transsexualism,,0.984,-0.51,0.0,0.501,positive,,,,
transsexuality,,0.905,0.0,0.0,0.762,positive,,,,
transtension,,0.904,-0.58,0.0,0.736,positive,,,,
transtensional,,0.904,-0.58,0.0,0.736,positive,,,,
transude,,-0.83,0.0,-0.99,0.0,negative,,,,
transurethral,,-0.7,0.0,0.639,-0.56,negative,,,,
transvaginal,,-0.7,0.0,0.639,-0.56,negative,,,,
transversal,,0.969,0.0,0.0,0.927,positive,,,,
transversality,,0.716,-0.62,0.0,0.896,positive,,,,
transversally,,0.0,0.0,0.987,0.854,positive,,,,
transverse,,0.969,0.0,0.0,0.927,positive,,,,
transversely,,0.0,0.0,0.987,0.854,positive,,,,
transvestite,,-0.74,0.0,0.676,-0.77,negative,,,,
transvestitism,,-0.56,0.0,0.977,-0.86,negative,,,,
trap,,0.017,0.154,0.0,0.062,negative,-1,,active,
trapdoor,,0.0,0.0,0.0,-0.89,negative,,,,
traped,,,,,,negative,,,,
trapeze,,0.906,0.0,0.0,0.756,positive,,,,
trapezoid,,0.053,-0.04,0.029,0.075,positive,,,,
trapezoidal,,0.0,0.0,-0.89,-0.73,negative,,,,
trapped,,-0.98,0.0,0.0,-0.97,negative,-2,,,
trapper,,0.026,0.082,-0.04,0.068,positive,,,,
trapping,,0.751,0.0,0.857,0.0,positive,,,,
trappings,,,,,,negative,,,,
traps,,-0.98,0.0,0.0,-0.97,negative,,,,
trash,disgust,-0.78,-0.84,0.0,0.0,negative,,brown,,
trashcan,,0.0,0.0,0.0,-0.08,negative,,,,
trashed,,-0.78,-0.84,0.0,0.0,negative,,,,
trashiness,,-0.77,0.0,0.599,-0.52,negative,,,,
trashy,disgust,-0.78,0.0,0.651,-0.56,negative,,black,,
trauma,,-0.88,0.0,-0.79,-0.85,negative,-3,,passive,strong
traumata,,0.685,-0.89,0.0,0.609,positive,,,,
traumatic,anger,-0.76,0.0,-0.91,0.0,negative,-3,,,strong
traumatically,,,,,,negative,,,,strong
traumatise,,-0.94,0.0,0.802,-0.96,negative,,,,
traumatization,,-0.88,0.0,-0.79,-0.85,negative,,,,
traumatize,,-0.94,0.0,0.802,-0.96,negative,,,,strong
traumatized,,,,,,negative,,,,strong
traumatology,,-0.69,0.0,0.659,-0.69,negative,,,,
travail,,-0.91,0.0,0.593,-0.53,negative,,,,
travel,,0.765,0.786,0.0,0.0,positive,,,active,
travelable,,-0.99,0.0,0.641,-0.76,negative,,,,
travelcard,,-0.03,0.29,-0.12,0.203,positive,,,,
traveler,,-0.65,0.0,0.943,-0.75,negative,,brown,,
traveling,,0.9,0.0,0.0,0.9,positive,,green,,
travelling,,0.446,0.0,0.0,0.0,positive,,,,
travels,,0.9,0.0,0.0,0.9,positive,,,,
traversable,,-0.99,0.0,0.641,-0.76,negative,,,,
traverse,,0.0,0.0,-0.91,-0.95,negative,,,active,
travesties,,,,,,negative,,,,strong
travesty,disgust,-0.98,0.0,0.0,-0.97,negative,-2,black,,strong
travma,,-0.58,0.0,0.709,-0.99,negative,,,,
trawled,,-0.93,0.0,0.0,-0.78,negative,,,,
tray,,-0.73,0.0,0.865,-0.87,negative,,,,
trayodashi,,0.997,-0.65,0.0,0.569,positive,,,,
treacherous,anger,-0.66,0.0,0.709,-0.88,negative,,black,,weak
treacherously,,-0.53,0.0,0.902,-0.73,negative,,,,weak
treachery,anger,-0.98,0.0,0.0,-0.97,negative,,grey,,strong
treacly,,0.937,0.0,0.709,0.0,positive,,,,
tread,,-0.65,0.0,0.679,-0.62,negative,,brown,,
treadle,,0.86,0.0,0.0,0.862,positive,,,,
treadmill,anticipation,0.0,0.821,0.0,0.0,positive,,,,
treads,,-0.98,0.0,0.0,-0.97,negative,,,,
treason,anger,0.838,-0.72,0.0,0.922,negative,-3,black,,strong
treasonable,,-0.66,0.0,0.709,-0.88,negative,,,,
treasonably,,-0.53,0.0,0.902,-0.73,negative,,,,
treasonist,,0.0,0.0,0.0,-0.91,negative,,,,
treasonous,,,,,,negative,-3,,,strong
treasure,anticipation,0.163,0.0,0.0,0.0,positive,2,yellow,,strong
treasurer,trust,0.0,0.0,0.88,0.804,positive,,green,,
treasures,,,,,,positive,2,,,
treasury,,0.899,0.0,0.0,0.892,positive,,,,
treat,anger,0.9,0.0,0.0,0.0,negative,,red,active,weak
treatable,,-0.81,0.0,0.0,-0.77,negative,,,,
treated,,-0.74,0.0,0.634,-0.75,negative,,,,
treatise,,0.791,0.0,0.843,0.0,positive,,white,,
treatment,,0.0,0.0,0.82,0.0,positive,,white,,
treaty,,,,,,positive,,yellow,,
trebly,,-0.71,0.0,-0.76,0.0,negative,,,,
tree,anger,0.856,0.0,0.0,0.0,positive,,,,
tree-hugger,,0.894,0.0,0.99,0.0,positive,,,,
treehopper,,-0.77,0.0,0.576,-0.92,negative,,,,
treetop,,-0.62,0.0,0.961,-0.54,negative,,,,
tref,,-0.81,0.0,0.668,-0.87,negative,,,,
trefoil,,0.0,0.067,0.0,0.05,positive,,,,
trek,,0.481,0.663,-0.25,0.24,positive,,,,
trekking,,0.0,0.0,0.17,0.0,positive,,,,
trellis,,,,,,,,white,,
trematoda,,0.688,-0.94,0.0,0.925,positive,,,,
trematode,,0.688,-0.94,0.0,0.925,positive,,,,
tremble,,0.0,-0.45,0.0,0.0,negative,,,passive,
trembling,fear,0.0,-0.17,0.0,0.0,negative,-2,,,
tremblingly,,-0.85,0.21,-0.56,0.0,negative,,,,
tremblor,,0.091,0.0,-0.04,0.108,positive,,,,
tremendous,,0.9,0.0,0.0,0.9,positive,,,,strong
tremendously,,0.863,0.0,0.0,0.867,positive,,,,strong
tremolo,,0.748,-0.9,0.0,0.99,positive,,,,
tremor,anger,0.091,0.0,-0.04,0.108,negative,,black,,
tremulous,,,,,,negative,-2,,,
tremulously,,-0.83,0.0,0.0,-0.92,negative,,,,
trench,,-0.83,0.0,0.0,0.0,negative,,brown,,
trenchancy,,0.925,-0.71,0.0,0.599,positive,,,,
trenchant,,0.831,0.717,0.0,0.0,positive,,,,
trend,,,,,,positive,,,,
trendier,,0.043,-0.01,0.0,0.169,positive,,,,
trendiest,,0.0,0.0,0.0,0.442,positive,,,,
trending,,0.9,0.0,0.0,0.9,positive,,,,
trends,,0.9,0.0,0.0,0.9,positive,,,,
trendy,,0.043,-0.01,0.0,0.169,positive,,,,strong
trephination,,-0.05,-0.03,0.0,-0.22,negative,,,,
trephine,,-0.05,-0.03,0.0,-0.22,negative,,,,
trepid,,-0.93,0.0,0.0,-0.97,negative,,,,
trepidation,anticipation,0.0,-0.66,0.0,0.0,negative,,grey,,strong
treponema,,0.938,-0.64,0.0,0.887,positive,,,,
treprostinil,,-0.59,0.0,0.537,-0.57,negative,,,,
tresham,,0.742,-0.96,0.0,0.58,positive,,,,
tresorer,,-0.72,0.0,0.918,-0.54,negative,,,,
trespass,anger,-0.69,0.0,0.748,-0.82,negative,,,active,
trespasser,,-0.97,0.0,0.783,-0.6,negative,,,,
tretinoin,,0.0,0.0,-0.99,-0.91,negative,,,,
trevally,,-0.54,0.0,0.822,-0.73,negative,,,,
treville,,0.068,0.194,0.0,0.241,positive,,,,
trewe,,0.638,-0.83,0.0,0.852,positive,,,,
trewly,,-0.98,0.0,0.728,-0.56,negative,,,,
trey,,0.0,0.0,0.82,0.937,positive,,,,
triable,,0.866,-0.52,0.0,0.529,positive,,,,
triad,,0.0,0.0,0.82,0.937,positive,,,,
triadic,,-0.93,0.0,0.944,-0.92,negative,,,,
trial,,0.0,0.0,0.734,0.969,negative,,,,weak
trial-and-error,,0.0,0.0,-0.95,-0.71,negative,,,,
trialability,,-0.5,0.0,0.733,-0.55,negative,,,,
triamcinolone,,-0.76,0.0,0.681,-0.57,negative,,,,
triamterene,,-0.76,0.0,0.681,-0.57,negative,,,,
triangle,,0.763,-0.61,0.0,0.777,positive,,,,
triangular,,0.06,-0.03,0.035,0.072,positive,,,,
triangulate,,0.809,0.981,0.0,0.0,positive,,,,
triangulating,,0.803,0.98,0.0,0.0,positive,,,,
triangulation,,0.808,0.98,0.0,0.0,positive,,,,
triangulum,,0.763,-0.61,0.0,0.777,positive,,,,
triathlete,,0.073,-0.02,0.0,0.0,positive,,,,
triatoma,,-0.77,0.0,0.576,-0.92,negative,,,,
triazolam,,-0.73,0.0,0.944,-0.94,negative,,,,
triazole,,-0.82,0.0,0.772,-0.77,negative,,,,
tribadism,,-0.84,0.0,0.882,-0.82,negative,,,,
tribalism,,0.0,0.0,-0.45,0.0,negative,,,,
tribe,trust,-0.85,0.0,0.682,-0.84,negative,,,,
tribesman,,0.88,-0.62,0.0,0.541,positive,,,,
tribesperson,,0.9,-0.51,0.0,0.836,positive,,,,
triboulet,,-0.94,0.0,-0.75,0.0,negative,,,,
tribulate,,-0.74,0.0,0.622,-0.86,negative,,,,
tribulation,fear,-0.83,0.0,0.0,0.0,negative,,black,,
tribunal,anticipation,,,,,negative,,,,
tribunals,,-0.98,0.0,0.0,-0.97,negative,,,,
tribune,trust,,,,,,,,,
tributary,anticipation,0.588,-0.6,0.0,0.523,positive,,green,,
tribute,,0.0,0.845,0.0,0.0,positive,,,,strong
trice,,0.0,0.0,0.0,0.45,positive,,,,
tricentennial,,0.442,0.0,0.0,0.0,positive,,,,
triceratop,,-0.96,0.0,0.0,-0.76,negative,,,,
trichloride,,0.033,0.083,0.0,0.087,positive,,,,
trichloro,,-0.65,0.0,0.935,-0.96,negative,,,,
trichloroethane,,0.843,-0.95,0.0,0.648,positive,,,,
trichloroethene,,0.843,-0.95,0.0,0.648,positive,,,,
trichloroethylene,,0.843,-0.95,0.0,0.648,positive,,,,
trichobezoar,,0.0,0.0,0.0,-0.8,negative,,,,
trichobothria,,0.0,0.715,0.0,0.764,positive,,,,
trichotillomania,,-0.52,0.0,0.786,-0.92,negative,,,,
trichotomy,,0.0,0.0,0.736,0.858,positive,,,,
trichromacy,,-0.74,0.0,0.793,-0.62,negative,,,,
trichromatic,,0.043,0.084,0.0,0.139,positive,,,,
trichrome,,0.043,0.084,0.0,0.139,positive,,,,
trick,surprise,0.0,0.0,0.746,-0.98,negative,,grey,active,strong
tricked,,,,,,negative,-2,,,
trickery,anger,-0.86,0.0,0.675,-0.84,negative,-2,yellow,,strong
trickier,,0.0,0.0,0.0,-0.83,negative,,,,
trickiest,,0.0,0.0,0.0,-0.83,negative,,,,
trickily,,0.866,0.972,0.0,0.0,positive,,,,
tricking,,-0.98,0.0,0.0,-0.97,negative,,,,
trickle,,0.852,0.0,0.0,0.83,positive,,blue,,
trickster,,-0.97,0.0,0.549,-0.8,negative,,,,
tricky,,0.9,0.0,0.0,0.9,negative,,,,strong
triclinium,,0.0,0.109,0.0,0.116,positive,,,,
triclosan,,0.937,0.0,0.0,0.828,positive,,,,
tricolor,,0.043,0.084,0.0,0.139,positive,,,,
tricuspid,,-0.93,0.0,0.605,-0.67,negative,,,,
tricycle,,-0.06,0.122,-0.04,0.113,positive,,,,
trident,,,,,,,,blue,,
triduum,,-0.16,0.0,-0.14,-0.09,negative,,,,
triennial,,0.889,0.0,0.0,0.947,positive,,,,
triennially,,0.754,0.852,0.0,0.0,positive,,,,
triethylamine,,-0.65,0.0,0.935,-0.96,negative,,,,
trifle,,-0.98,0.0,0.0,-0.97,negative,,,,
trifluoride,,0.033,0.083,0.0,0.087,positive,,,,
trifoliate,,0.737,-0.8,0.0,0.611,positive,,,,
trifoliolate,,0.737,-0.8,0.0,0.611,positive,,,,
trifolium,,0.0,0.067,0.0,0.05,positive,,,,
triforium,,0.641,-0.56,0.0,0.748,positive,,,,
trig,,,,,,positive,,,,
trigeminal,,-0.73,0.0,0.897,-0.77,negative,,,,
trigger-happy,,0.943,-0.9,0.0,0.512,positive,,,,
triggerfish,,-0.54,0.0,0.829,-0.72,negative,,,,
triglyceride,,-0.12,0.13,0.646,-0.64,positive,,,,
trigon,,0.0,0.0,0.934,0.91,positive,,,,
trigonal,,0.969,-0.54,0.0,0.806,positive,,,,
trigonometry,,0.733,0.0,0.0,0.945,positive,,,,
trihedral,,0.601,-0.87,0.0,0.5,positive,,,,
trihexyphenidyl,,0.765,0.0,0.0,0.765,positive,,,,
trihydrate,,0.033,0.083,0.0,0.087,positive,,,,
trihydroxy,,-0.65,0.0,0.935,-0.96,negative,,,,
triiodide,,0.033,0.083,0.0,0.087,positive,,,,
trike,,-0.06,0.122,-0.04,0.113,positive,,,,
trikirion,,0.016,0.206,0.0,0.2,positive,,,,
trikona,,0.0,0.0,-0.45,0.0,negative,,,,
trilateral,,0.0,0.0,0.934,0.91,positive,,,,
trilby,,-0.58,0.0,0.632,-0.63,negative,,,,
trilisser,,0.645,-0.64,0.0,0.622,positive,,,,
trill,,0.0,-0.17,0.0,0.0,negative,,,,
trillion,,,,,,,,green,,
trillionth,,-0.81,0.0,0.0,-0.8,negative,,,,
trilobate,,0.737,-0.8,0.0,0.611,positive,,,,
trilogy,,0.936,0.0,0.0,0.95,positive,,,,
trim,,0.763,0.0,0.0,0.84,positive,,,,weak
trimer,,0.834,0.0,0.966,0.0,positive,,,,
trimerisation,,0.59,-0.59,0.0,0.527,positive,,,,
trimeter,,-0.84,0.0,0.574,-0.66,negative,,,,
trimethylamine,,-0.74,0.0,0.577,-0.98,negative,,,,
trimethylaminuria,,-0.74,0.0,0.577,-0.98,negative,,,,
trimethylsilyl,,-0.54,0.0,0.868,-0.96,negative,,,,
trimmer,,0.498,-0.91,0.0,0.873,positive,,,,
trinculo,,-0.94,0.0,-0.75,0.0,negative,,,,
trine,,0.0,0.0,0.82,0.937,positive,,,,
trinitarianism,,0.0,0.0,0.828,0.0,positive,,,,
trinity,,0.0,0.0,0.825,0.947,positive,,,,
trinke,,0.0,0.0,-0.81,-0.79,negative,,,,
trinket,,0.0,0.0,-0.8,-0.79,negative,,,,
trio,,0.0,0.0,0.822,0.939,positive,,,,
triode,,0.051,-0.03,0.0,0.0,positive,,,,
triodion,,0.882,0.911,0.0,0.797,positive,,,,
trip,surprise,,,,,,,,,
trip-up,,-0.69,0.0,0.941,-0.75,negative,,,,
tripartite,,0.06,-0.03,0.035,0.072,positive,,,,
tripel,,0.883,0.807,0.0,0.0,positive,,,,
tripeptide,,0.998,-0.63,0.0,0.574,positive,,,,
triphasil,,0.0,0.0,-0.97,-0.77,negative,,,,
triphenylphosphine,,-0.79,0.0,-0.75,0.0,negative,,,,
tripinnate,,0.737,-0.8,0.0,0.611,positive,,,,
tripinnatifid,,0.737,-0.8,0.0,0.611,positive,,,,
triple,,0.0,0.0,0.822,0.939,positive,,green,,
triple-crown,,0.98,-0.74,0.0,0.984,positive,,,,
triplet,,0.0,0.0,0.821,0.944,positive,,,,
tripod,,,,,,,,black,,
tripoint,,0.974,0.0,0.0,0.741,positive,,,,
tripper,,-0.65,0.0,0.943,-0.75,negative,,,,
trippin,,0.748,0.0,0.0,0.885,positive,,,,
tripping,anger,,,,,negative,,,,
trippingly,,-0.84,0.0,0.0,-0.77,negative,,,,
trippy,,-0.61,0.0,0.732,-0.59,negative,,,,
triprolidine,,0.887,-0.9,0.0,0.852,positive,,,,
triquetral,,-0.74,0.0,0.598,-0.75,negative,,,,
triquetrum,,-0.74,0.0,0.598,-0.75,negative,,,,
trisagion,,0.638,-0.83,0.0,0.852,positive,,,,
triscuit,,-0.95,0.0,0.762,-0.64,negative,,,,
trisect,,0.0,0.0,0.823,0.696,positive,,,,
trisection,,0.763,-0.61,0.0,0.777,positive,,,,
triskaidekaphobic,,-0.44,0.311,0.049,-0.39,negative,,,,
trisomy,,-0.67,0.0,0.967,-0.5,negative,,,,
trisyllabic,,-0.84,0.0,0.574,-0.66,negative,,,,
tritanopia,,-0.74,0.0,0.793,-0.62,negative,,,,
tritanopic,,0.629,-0.92,0.0,0.867,positive,,,,
trite,,0.0,0.0,-0.95,-0.76,negative,,,,
triterpene,,0.737,-0.8,0.0,0.611,positive,,,,
triterpenoid,,0.737,-0.8,0.0,0.611,positive,,,,
tritheism,,0.0,0.0,0.828,0.0,positive,,,,
tritone,,-0.52,0.0,0.902,-0.73,negative,,,,
triumph,anticipation,0.721,0.805,0.0,0.738,positive,4,,,strong
triumphal,,0.732,0.614,-0.22,0.329,positive,,,,strong
triumphalism,,-0.52,0.0,0.95,-0.78,negative,,,,
triumphalist,,-0.52,0.0,0.95,-0.78,negative,,,,
triumphant,anticipation,0.732,0.614,-0.22,0.329,positive,4,purple,,strong
triumphantly,,0.724,0.617,-0.22,0.331,positive,,,,strong
triumphator,,0.732,0.614,-0.22,0.329,positive,,,,
triumvirate,,-0.22,0.0,-0.2,-0.19,negative,,,,
trivet,,0.964,0.756,0.0,0.0,positive,,,,
trivia,,-0.04,-0.08,0.089,-0.14,negative,,,,
trivial,,-0.55,0.0,0.737,-0.77,negative,,,,strong
trivialise,,-0.75,0.0,-0.89,0.0,negative,,,,
triviality,,-0.98,0.0,0.0,-0.97,negative,,,,
trivialization,,-0.76,0.0,0.519,-0.56,negative,,,,
trivialize,,-0.75,0.0,-0.89,0.0,negative,,,,strong
trivially,,-0.55,0.0,0.737,-0.77,positive,,,,strong
trixie,,0.918,0.0,0.0,0.793,positive,,,,
trmi,,0.505,-0.73,0.0,0.654,positive,,,,
trocar,,-0.82,0.0,0.835,-0.68,negative,,,,
trochaic,,-0.84,0.0,0.574,-0.66,negative,,,,
trochanter,,0.681,-0.63,0.0,0.647,positive,,,,
trochee,,-0.84,0.0,0.574,-0.66,negative,,,,
trochilidae,,0.752,0.0,0.0,0.894,positive,,,,
trochlea,,0.681,-0.63,0.0,0.647,positive,,,,
troglodyt,,-0.85,0.0,0.0,-0.74,negative,,,,
troglodytidae,,-0.03,0.0,-0.05,0.0,negative,,,,
trogon,,0.752,0.0,0.0,0.894,positive,,,,
troika,,0.0,0.0,0.82,0.937,positive,,,,
trojan,,-0.98,0.0,0.0,-0.97,negative,,,,
troll,anger,0.0,-0.83,0.0,0.0,negative,,,,
troller,,0.068,-0.03,0.0,0.0,positive,,,,
trolley,,0.038,0.155,0.0,0.074,positive,,,,
